"recipient_id","iteration","question_id","question","answer_type","definition1","definition2","definition3","definition4","definition5","pre_answer","post_answer","ele","scicomm","isl","after_school"
82,"Fall 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",1,3,1,0,1,0
82,"Fall 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",1,3,1,0,1,0
82,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",5,3,1,0,1,0
82,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,3,1,0,1,0
67,"Fall 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,3,1,0,0,0
67,"Fall 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",2,3,1,0,0,0
67,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,1,1,0,0,0
67,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,5,1,0,0,0
25,"Fall 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,0,0,0,0
25,"Fall 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,4,0,0,0,0
25,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,2,0,0,0,0
25,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,4,0,0,0,0
106,"Fall 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,3,0,0,1,0
106,"Fall 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,0,0,1,0
106,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,0,0,1,0
106,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,4,0,0,1,0
20,"Fall 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,3,0,1,1,0
20,"Fall 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,3,0,1,1,0
20,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,0,1,1,0
20,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2,0,1,1,0
15,"Fall 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",5,4,1,0,0,0
15,"Fall 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",5,4,1,0,0,0
15,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,2,1,0,0,0
15,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2,1,0,0,0
14,"Fall 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,1,1,1,1
14,"Fall 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,1,1,1
14,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2,1,1,1,1
14,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2,1,1,1,1
41,"Fall 2022","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,5,0,1,0,0
41,"Fall 2022","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,4,0,1,0,0
41,"Fall 2022","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,1,0,1,0,0
41,"Fall 2022","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,1,0,1,0,0
75,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,0,1,1,0
75,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,4,0,1,1,0
75,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,3,0,1,1,0
75,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,4,0,1,1,0
64,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",5,5,1,1,1,0
64,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,1,1,0
64,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",1,1,1,1,1,0
64,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1,1,1,1,0
86,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,1,1,1,1
86,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,4,1,1,1,1
86,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",4,3,1,1,1,1
86,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2,1,1,1,1
11,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",2,4,1,0,0,0
11,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,0,0,0
11,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2,1,0,0,0
11,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",NULL,1,1,0,0,0
35,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,1,0,0,0
35,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,0,0,0
35,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,1,0,0,0
35,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,4,1,0,0,0
37,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",5,5,1,1,1,1
37,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",5,5,1,1,1,1
37,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",1,1,1,1,1,1
37,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,1,1,1,1,1
23,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,5,1,0,0,0
23,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,5,1,0,0,0
23,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2,1,0,0,0
23,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,1,1,0,0,0
78,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,1,1,0,0
78,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,1,0,0
78,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,4,1,1,0,0
78,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2,1,1,0,0
33,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,0,0,1
33,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,4,1,0,0,1
33,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2,1,0,0,1
33,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2,1,0,0,1
2,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,1,0,1
2,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,1,0,1
2,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,1,1,0,1
2,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2,1,1,0,1
6,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,1,0,1
6,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,4,1,1,0,1
6,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",4,2,1,1,0,1
6,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2,1,1,0,1
28,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,0,1,1
28,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,4,1,0,1,1
28,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",4,2,1,0,1,1
28,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,1,1,0,1,1
72,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,4,1,1,0,0
72,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,4,1,1,0,0
72,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2,1,1,0,0
72,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,2,1,1,0,0
84,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",2,4,1,0,0,0
84,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",2,4,1,0,0,0
84,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",4,3,1,0,0,0
84,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",2,1,1,0,0,0
88,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,5,1,0,1,0
88,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,5,1,0,1,0
88,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,2,1,0,1,0
88,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,1,1,0,1,0
4,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",2,3,1,0,0,0
4,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",2,3,1,0,0,0
4,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",4,3,1,0,0,0
4,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,3,1,0,0,0
63,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,3,1,1,0,0
63,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,3,1,1,0,0
63,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,1,1,0,0
63,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",4,4,1,1,0,0
46,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,0,0,1
46,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,0,0,1
46,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,2,1,0,0,1
46,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1,1,0,0,1
108,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",3,3,0,1,0,0
108,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,3,0,1,0,0
108,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",3,3,0,1,0,0
108,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,3,0,1,0,0
52,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,0,0,0
52,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,4,1,0,0,0
52,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,2,1,0,0,0
52,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,2,1,0,0,0
34,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,5,1,0,0,0
34,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,5,1,0,0,0
34,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,1,1,0,0,0
34,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",3,1,1,0,0,0
89,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,5,1,0,0,0
89,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",4,5,1,0,0,0
89,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,1,1,0,0,0
89,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,1,1,0,0,0
51,"Spring 2023","prepost10","How good are you at science communication? ","Scale","Not at all good",NULL,NULL,NULL,"Very good",4,4,1,0,0,0
51,"Spring 2023","prepost11","How well does the public understand your science when you communicate it to them?","Scale","They do not understand the science at all.",NULL,NULL,NULL,"They understand the science nearly perfectly.",3,4,1,0,0,0
51,"Spring 2023","prepost12","If you were to list all the students/staff in your department from the worst to the best in science communication, where would you place yourself? ","Scale","One of the best.",NULL,NULL,NULL,"On of the worst.",2,2,1,0,0,0
51,"Spring 2023","prepost13","Think about the classes and professional development training you have had in the past. How good of a job did they prepare you to engage in science communication?","Scale","The trainings have prepared me to engage in science communication.",NULL,NULL,NULL,"The trainings have not prepared me to engage in science communication. ",1,2,1,0,0,0
