"recipient_id","iteration","question_id","question","answer_type","definition1","definition2","definition3","definition4","definition5","pre_answer","post_answer","ele"
106,"Fall 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,0
106,"Fall 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,2,0
86,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
86,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
86,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
86,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
35,"Spring 2023","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
35,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,2,1
72,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
72,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,2,1
72,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
72,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,2,1
72,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
52,"Spring 2023","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,2,1
52,"Spring 2023","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,2,1
52,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
52,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
88,"Spring 2023","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
75,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,0
75,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,0
75,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,0
75,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,0
75,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,0
51,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
51,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
51,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
51,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
4,"Spring 2023","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,2,1
4,"Spring 2023","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
4,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
4,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
11,"Spring 2023","prepost7_3","I believe engaging in science communication is necessary for me to feel successful.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,2,1
11,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,2,1
11,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,2,1
28,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
6,"Spring 2023","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,2,1
6,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
37,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
34,"Spring 2023","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,2,1
34,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,2,1
84,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,2,1
84,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
84,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
84,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,2,1
84,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
33,"Spring 2023","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,2,1
33,"Spring 2023","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,2,1
33,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,2,1
33,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
33,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
33,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,2,1
33,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
89,"Spring 2023","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
89,"Spring 2023","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
63,"Spring 2023","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
63,"Spring 2023","prepost8_3","Engaging in science communication will cause me to lose credibility with my peers.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
63,"Spring 2023","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
63,"Spring 2023","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
63,"Spring 2023","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,2,1
24,"Spring 2022","prepost7_2","Successfully communicating my research to the public makes me feel good about myself.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,3,1
24,"Spring 2022","prepost7_5","I value the prestige associated with being a top science communicator.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
24,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
24,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
24,"Spring 2022","prepost14_4","Engaging in science communication will improve my job performace.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
47,"Spring 2022","prepost7_5","I value the prestige associated with being a top science communicator.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
47,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,0
74,"Spring 2022","prepost7_5","I value the prestige associated with being a top science communicator.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
74,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
68,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,1
26,"Spring 2022","prepost7_3","I believe engaging in science communication is necessary for me to feel successful.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
26,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,1
26,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
26,"Spring 2022","prepost8_2","Science communication will provide me opportunities for interdisciplinary collaboration.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
26,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
26,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
5,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,1
31,"Spring 2022","prepost7_3","I believe engaging in science communication is necessary for me to feel successful.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,0
31,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
40,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
36,"Spring 2022","prepost7_3","I believe engaging in science communication is necessary for me to feel successful.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
36,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,1
36,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
71,"Spring 2022","prepost7_3","I believe engaging in science communication is necessary for me to feel successful.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
71,"Spring 2022","prepost7_5","I value the prestige associated with being a top science communicator.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,1
71,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
48,"Spring 2022","prepost7_1","Engaging in science communication improves my self worth.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,0
48,"Spring 2022","prepost7_3","I believe engaging in science communication is necessary for me to feel successful.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
48,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
48,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
48,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
48,"Spring 2022","prepost14_4","Engaging in science communication will improve my job performace.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
1,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
1,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
32,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
32,"Spring 2022","prepost7_5","I value the prestige associated with being a top science communicator.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
32,"Spring 2022","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
32,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
32,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
32,"Spring 2022","prepost14_4","Engaging in science communication will improve my job performace.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
73,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,1
73,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
60,"Spring 2022","prepost7_1","Engaging in science communication improves my self worth.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
60,"Spring 2022","prepost7_2","Successfully communicating my research to the public makes me feel good about myself.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,0
60,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
60,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,0
60,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
60,"Spring 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,0
66,"Spring 2022","prepost7_5","I value the prestige associated with being a top science communicator.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,0
66,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
49,"Spring 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,0
49,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,0
38,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,3,1
54,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,1
54,"Spring 2022","prepost7_5","I value the prestige associated with being a top science communicator.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
54,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
54,"Spring 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
54,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
53,"Spring 2022","prepost7_2","Successfully communicating my research to the public makes me feel good about myself.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
53,"Spring 2022","prepost7_3","I believe engaging in science communication is necessary for me to feel successful.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
53,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
53,"Spring 2022","prepost7_5","I value the prestige associated with being a top science communicator.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
53,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
53,"Spring 2022","prepost14_1","I will be successful at engaging in science communication in the next year.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
53,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
53,"Spring 2022","prepost14_3","I will not be successful in learning new concepts related to science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,1
55,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
55,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,1
55,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,1
55,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,1
45,"Spring 2022","prepost7_3","I believe engaging in science communication is necessary for me to feel successful.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
45,"Spring 2022","prepost7_5","I value the prestige associated with being a top science communicator.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,1
90,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,1
65,"Spring 2022","prepost7_3","I believe engaging in science communication is necessary for me to feel successful.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,0
65,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
65,"Spring 2022","prepost7_5","I value the prestige associated with being a top science communicator.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,0
65,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,0
87,"Spring 2022","prepost7_3","I believe engaging in science communication is necessary for me to feel successful.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,0
87,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
87,"Spring 2022","prepost7_5","I value the prestige associated with being a top science communicator.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
87,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
43,"Spring 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,0
103,"Spring 2022","prepost7_3","I believe engaging in science communication is necessary for me to feel successful.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,0
103,"Spring 2022","prepost7_4","Engaging in science communication is not necessary to show I am competent.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
103,"Spring 2022","prepost7_6","I do not need to prove myself by participating in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,0
103,"Spring 2022","prepost8_1","Engaging in science communication will take time away from my  job responsibilities. ","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
103,"Spring 2022","prepost8_4","Engaging in science communication will take funds away from other activities.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,3,0
103,"Spring 2022","prepost8_5","I would waste too much time if I engaged in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,3,0
103,"Spring 2022","prepost14_2","The public will be more accepting of science after I engage in science communication.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,3,0
