"recipient_id","iteration","question_id","question","answer_type","definition1","definition2","definition3","definition4","definition5","pre_answer","post_answer","ele"
49,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
49,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
49,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,0
49,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,0
38,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
38,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
38,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
38,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
54,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
53,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
53,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
53,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
53,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
53,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
55,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
55,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,1
55,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
45,"Spring 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
45,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
45,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
45,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
45,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
45,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
65,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
65,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",2,4,0
65,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
87,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
43,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
96,"Spring 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
96,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
96,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
96,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
96,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
96,"Spring 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
96,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
103,"Spring 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
103,"Spring 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
103,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
103,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
103,"Spring 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,0
83,"Spring 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
83,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
85,"Spring 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
85,"Spring 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
85,"Spring 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
30,"Fall 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
30,"Fall 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
30,"Fall 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
81,"Fall 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
81,"Fall 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
81,"Fall 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
81,"Fall 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
81,"Fall 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
20,"Fall 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
20,"Fall 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
20,"Fall 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
20,"Fall 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
15,"Fall 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,1
15,"Fall 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
15,"Fall 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
15,"Fall 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
25,"Fall 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
25,"Fall 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,0
25,"Fall 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
41,"Fall 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
41,"Fall 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
21,"Fall 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
21,"Fall 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
21,"Fall 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
21,"Fall 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
21,"Fall 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
21,"Fall 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
67,"Fall 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
67,"Fall 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
67,"Fall 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
67,"Fall 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
67,"Fall 2022","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
67,"Fall 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
106,"Fall 2022","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
106,"Fall 2022","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
106,"Fall 2022","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
106,"Fall 2022","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
106,"Fall 2022","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
106,"Fall 2022","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
86,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
86,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
86,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
86,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
86,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
86,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
35,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
108,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
108,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
108,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
108,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
108,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
108,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
108,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,0
72,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
52,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
52,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
46,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
46,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
46,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
88,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
88,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
88,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
88,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,1
88,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
88,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,1
88,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
75,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
75,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,0
75,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,0
75,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,0
51,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
51,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
51,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
51,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
51,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
51,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
51,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
4,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
4,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
4,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
11,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
11,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
11,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
11,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
11,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
11,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",1,4,1
64,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
64,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
64,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
64,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
28,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
6,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
6,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
6,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
6,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
37,"Spring 2023","prepost26_1","I would like to read more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
37,"Spring 2023","prepost26_2","I would like to know more about spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
37,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
84,"Spring 2023","prepost26_3","I would like to know more about how scientists study spiders.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
84,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,1
84,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
84,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
84,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
23,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
23,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",3,4,1
23,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
23,"Spring 2023","prepost26_7","I would like to watch a spider constructing its web.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",5,4,1
78,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
78,"Spring 2023","prepost26_5","Spiders are interesting animals.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
2,"Spring 2023","prepost26_4","Greater attention should be given to spider protection.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
2,"Spring 2023","prepost26_6","People should use fewer chemicals in order to allow spiders to live.","Level of Agreement","Strongly disagree","Somewhat disagree","Neither agree nor disagree","Somewhat agree","Strongly agree",4,4,1
